osm_id,latitude,longitude,addr:city,addr:country,addr:district,addr:housenumber,addr:postcode,addr:province,addr:street,addr:subdistrict,addr:suburb,alt_name,amenity,attribution,barrier,building,check_date,comment,conflict_date,conflict_type,contact:email,contact:facebook,date,denomination,description,education,fixme,grades,is_in:admin_level7,is_in:admin_level8,isced:level,min_age,name,name:en,name:fr,nearest_conflict_dist_km,note,old_name,opening_hours,operator,operator:type,osm_id,osm_type,phone,religion,school:CD,school:gender,short_name,source,source:date,source:name,source_ref,surface,survey:date,type,website,wheelchair,wikidata,wikimedia_commons,wikipedia
7396262566,-2.5083976,28.8539836,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Matendo,,,1.03,,,,,,7396262566,node,,,primaire,,,,,,,,,,,,,,
7396262567,-1.6659545,29.2281646,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Maranatha,,,1.01,,,,,,7396262567,node,,,,,EP Maranatha,,,,,,,,,,,,
7396262571,-1.6622899,29.2253652,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Maliki,,,1.04,,,,,,7396262571,node,,,,,EP Maliki,,,,,,,,,,,,
7396262572,-2.5259877,28.8410232,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Malu,,,3.06,,,,,,7396262572,node,,,primaire,,,,,,,,,,,,,,
7396262579,-1.6619888,29.2227488,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Majengo,,,0.94,,,,,,7396262579,node,,,,,EP Majengo,,,,,,,,,,,,
7396262580,-1.6627693,29.2231831,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Mabanga,,,0.88,,,,,,7396262580,node,,,,,EP Mabanga,,,,,,,,,,,,
7396262582,-2.511076,28.8659506,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire la Veronica,,,2.16,,,,,,7396262582,node,,,primaire,,,,,,,,,,,,,,
7396262585,-2.5033303,28.8833941,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,École Primaire la Référence,,École Primaire la Référence,3.73,,,,,,7396262585,node,,,primaire,,,,,,,,,,,,,,
7396262586,-2.4991556,28.8343339,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Luganda,,,1.74,,,,,,7396262586,node,,,primaire,,,,,,,,,,,,,,
7396262595,-2.5170094,28.8436078,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Kiriza,,,2.02,,,,,,7396262595,node,,,primaire,,,,,,,,,,,,,,
7396262600,-1.6575917,29.2264806,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Kisandu,,,1.56,,,,,,7396262600,node,,,,,EP Kisandu,,,,,,,,,,,,
7396262607,-2.5307289,28.8474391,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Kinjuba,,,3.43,,,,,,7396262607,node,,,primaire,,,,,,,,,,,,,,
7396262609,-1.6649265,29.2265863,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Katoyi,,,0.92,,,,,,7396262609,node,,,,,EP Katoyi,,,,,,,,,,,,
7396262618,-1.6603862,29.2268367,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Galilaya,,,1.31,,,,,,7396262618,node,,,,,EP Galilaya,,,,,,,,,,,,
7396262630,-1.6551432,29.2276911,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Bethel,,,1.86,,,,,,7396262630,node,,,,,EP Bethel,,,,,,,,,,,,
7396262633,-2.5223521,28.8480224,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Buholo,,,2.5,,,,,,7396262633,node,,,primaire,,,,,,,,,,,,,,
7396262637,-2.5212362,28.8502186,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Aden,,,2.36,,,,,,7396262637,node,,,primaire,,,,,,,,,,,,,,
7396262640,-1.6636331,29.2134107,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Baraka,,,1.02,,,,,,7396262640,node,,,,,EP Baraka,,,,,,,,,,,,
7396262642,-2.5156275,28.8528429,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Amkeni,,,1.77,,,,,,7396262642,node,,,primaire,,,,,,,,,,,,,,
7396262650,-2.4939785,28.8234335,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Ushindi Cikera,,,3.03,,,,,,7396262650,node,,,primaire,,,,,,,,,,,,,,
7396262657,-2.536533,28.8591646,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Salongo Lwana,,,4.19,,,,,,7396262657,node,,,primaire,,,,,,,,,,,,,,
7396262659,-2.4898017,28.8438558,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Tuungane,,,1.32,,,,,,7396262659,node,,,primaire,,,,,,,,,,,,,,
7396262660,-1.662856,29.2224202,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Sivyolo,,,0.84,,,,,,7396262660,node,,,,,EP Sivyolo,,,,,,,,,,,,
7396262661,-1.6645247,29.2178173,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Tanganyika,,,0.66,,,,,,7396262661,node,,,,,EP Tanganyika,,,,,,,,,,,,
7396262664,-2.4800551,28.8172572,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Robozo,,,4.26,,,,,,7396262664,node,,,primaire,,,,,,,,,,,,,,
7396262665,-1.6652012,29.2254083,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Sainte Famille,,,0.8,,,,,,7396262665,node,,,,,,,,,,,,,,,,,
7396262666,-2.4991714,28.8792308,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,École Primaire Sainte Jeanne de Lestonnac,,École Primaire Sainte Jeanne de Lestonnac,3.25,,,,,,7396262666,node,,,primaire,,,,,,,,,,,,,,
7396262667,-1.6702267,29.2219683,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Rutoboko,,,0.22,,,,,,7396262667,node,,,,,EP Rutoboko,,,,,,,,,,,,
7399890662,-1.6489987,29.2319207,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire la Joie,,,2.68,,,,,,7399890662,node,,,,,EP la Joie,,,,,,,,,,,,
7399890672,-2.4935437,28.8474589,,,,,,,,,,EP Kataliko,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,École Primaire Kataliko,,,0.77,,,,,,7399890672,node,,,primaire,,,,,,,,,,,,,,
7399890681,-2.5122101,28.8525975,,,,,,,,,,EP Kabika,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Kabika,,,1.39,,,,,,7399890681,node,,,primaire,,,,,,,,,,,,,,
7399890683,-1.6584416,29.2205675,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Kaba,,,1.29,,,,,,7399890683,node,,,,,EP Kaba,,,,,,,,,,,,
7399893392,-2.5037192,28.8699548,,,,,,,,,,EP Mignos,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Mignos,,,2.26,,,,,,7399893392,node,,,primaire,,,,,,,,,,,,,,
7402879649,-2.5353885,28.8476052,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Astere,,,3.94,,,,,,7402879649,node,,,,,,,,,,,,,,,,,
7402879650,-2.5084623,28.8450729,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Augustino,,,1.09,,,,,,7402879650,node,,,,,,,,,,,,,,,,,
7402879651,-1.6541457,29.2199069,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Amina,,,1.76,,,,,,7402879651,node,,,,,,,,,,,,,,,,,
7402879655,-2.5036269,28.8759322,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Akya,,,2.91,,,,,,7402879655,node,,,,,,,,,,,,,,,,,
7402879657,-2.5227311,28.8469758,,,,,,,,,,EP Uaminifu,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Uaminifu,,,2.55,,,,,,7402879657,node,,,primaire,,,,,,,,,,,,,,
7402879668,-1.6749767,29.2311283,,,,,,,,,,EP Nyiragongo,school,,,,2023-05-01,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Nyiragongo,,,1.36,,,,,,7402879668,node,,,,,,,,,,,,,,,,,
7402879670,-2.4903234,28.839576,,,,,,,,,,EP Nyarwizimya,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Nyarwizimya,,,1.58,,,,,,7402879670,node,,,primaire,,,,,,,,,,,,,,
7402879684,-2.4645206,28.8358197,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Bora,,,4.25,,,,,,7402879684,node,,,,,,,,,,,,,,,,,
7402881286,-2.473248,28.8228246,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Bangu,,,4.24,,,,,,7402881286,node,,,,,,,,,,,,,,,,,
7417977808,-2.5289557,28.8454962,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Kabasha,,,3.26,,,,,,7417977808,node,,,,,,,,,,,,,,,,,
7417977809,-2.531337,28.85307,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Kabuye,,,3.5,,,,,,7417977809,node,,,,,,,,,,,,,,,,,
7417977815,-1.676506,29.2313263,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Faraja,,,1.45,,,,,,7417977815,node,,,,,,,,,,,,,,,,,
7417977817,-1.679077,29.2278604,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Communautaire du Lac,,,1.33,,,,,,7417977817,node,,,,,,,,,,,,,,,,,
7417977818,-2.5273238,28.8566685,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Cidasa,,,3.13,,,,,,7417977818,node,,,,,,,,,,,,,,,,,
7417977819,-2.5210139,28.8352853,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Ciriri,,,2.85,,,,,,7417977819,node,,,,,,,,,,,,,,,,,
7417977820,-1.6582498,29.226836,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Cameron Scott,,,1.51,,,,,,7417977820,node,,,,,,,,,,,,,,,,,
7515023085,-2.5180422,28.8511026,,,,,,,Kadutu,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Université de Proximité,,,2.01,,,Mo-Sa 09:00-17:00,,,7515023085,node,,,,,,,,,,,,,,,,,
7518261519,-1.6744417,29.2307434,,,,,,,,,,,school,,,,2023-05-01,,2024-01-01,Battle,,,,,,,,,,,,,Institut Mgr Masimango,,,1.29,,,,,,7518261519,node,,,,,,,,,,,,,,,,,
7518261521,-2.4887453,28.832938,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Matumaini,,,2.27,,,,,,7518261521,node,,,,,,,,,,,,,,,,,
7518261524,-1.661637,29.2232922,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Majengo,,,1.0,,,,,,7518261524,node,,,,,,,,,,,,,,,,,
7518261526,-2.5407093,28.8670839,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Mahama,,,4.91,,,,,,7518261526,node,,,,,,,,,,,,,,,,,
7518261529,-1.6766749,29.231414,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Maendeleo,,,1.47,,,,,,7518261529,node,,,,,,,,,,,,,,,,,
7518261532,-1.6576343,29.218725,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Lukwangomo,,,1.38,,,,,,7518261532,node,,,,,,,,,,,,,,,,,
7518261537,-2.5294714,28.8568108,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut la Vision,,,3.36,,,,,,7518261537,node,,,,,,,,,,,,,,,,,
7518261538,-1.6583279,29.2138392,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Lady Baden-Powell,,,1.47,,,,,,7518261538,node,,,,,,,,,,,,,,,,,
7518261539,-2.5119215,28.8657752,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut la Varonique,,,2.2,,,,,,7518261539,node,,,,,,,,,,,,,,,,,
7518261541,-2.5089138,28.8533624,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut la Trinite,,,1.06,,,,,,7518261541,node,,,,,,,,,,,,,,,,,
7518261553,-2.5268554,28.8302893,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Mulwa,,,3.7,,,,,,7518261553,node,,,,,,,,,,,,,,,,,
7518261554,-2.5228032,28.8487975,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Mulindwa,,,2.54,,,,,,7518261554,node,,,,,,,,,,,,,,,,,
7518261557,-1.6647041,29.2187298,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Mugunga,,,0.61,,,,,,7518261557,node,,,,,,,,,,,,,,,,,
7518261560,-1.6781038,29.2305352,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Mikeno,,,1.48,,,,,,7518261560,node,,,,,,,,,,,,,,,,File:Institut MIKENO.jpg,
7518261561,-2.5074309,28.8702836,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Mgr Bya'Ene,,,2.4,,,,,,7518261561,node,,,,,,,,,,,,,,,,,
7528073687,-2.5003168,28.8809813,,,,,,,Boulevard Patrice Emery Lumumba,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Lucée Arche de l’unité,,,3.44,,,Mo-Sa 09:00-14:00,,,7528073687,node,,,,,,,,,,,,,,,,,
7528077485,-2.5004875,28.8824685,,,,,,,Boulevard Patrice Emery Lumumba,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Laperaux,,,3.61,,,Mo-Su 09:00-14:00,,,7528077485,node,,,,,,,,,,,,,,,,,
7528079285,-2.4995748,28.8791471,,,,,,,Boulevard Patrice Emery Lumumba,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,École primaire l’Estonac,,,3.24,,,Mo-Sa 09:00-14:00,Eglise Catholique,,7528079285,node,,,,,,,,,,,,,,,,,
7533747945,-1.6632159,29.2257685,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Visoke,,,0.99,,,,,,7533747945,node,,,,,,,,,,,,,,,,,
7533747948,-1.6647255,29.2269184,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Uzima,,,0.97,,,,,,7533747948,node,,,,,,,,,,,,,,,,,
7533747949,-2.5271964,28.8563752,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Vangu,,,3.11,,,,,,7533747949,node,,,,,,,,,,,,,,,,,
7533747950,-2.4885711,28.8426558,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Tupendane,,,1.51,,,,,,7533747950,node,,,,,,,,,,,,,,,,,
7533747951,-1.6730995,29.2363268,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Tuungane,,,1.85,,,,,,7533747951,node,,,,,,,,,,,,,,,,,
7533747955,-2.5183667,28.8339942,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Saint Matthieu,,,2.71,,,,,,7533747955,node,,,,,,,,,,,,,,,,,
7533747957,-1.6500437,29.2223594,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Saint Marc,,,2.23,,,,,,7533747957,node,,,,,,,,,,,,,,,,,
7533747960,-2.5098495,28.8449002,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Plateau,,,1.23,,,,,,7533747960,node,,,,,,,,,,,,,,,,,
7533747963,-2.5175833,28.8509605,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Olimba,,,1.96,,,,,,7533747963,node,,,,,,,,,,,,,,,,,
7533747971,-2.4983272,28.888311,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Institut Mushere,,,4.26,,,,,,7533747971,node,,,,,,,,,,,,,,,,,
7533747977,-2.4802064,28.8178244,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Lycée Nyakavogo,,,4.2,,,,,,7533747977,node,,,,,,,,,,,,,,,,,
7533747978,-2.5197534,28.8365292,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Lycée Familiya Dei,,,2.66,,,,,,7533747978,node,,,,,,,,,,,,,,,,,
7533747979,-2.5161706,28.839689,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Lycée Cesar,,,2.13,,,,,,7533747979,node,,,,,,,,,,,,,,,,,
7533747980,-2.4999338,28.873106,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Lycée Cirezi,,,2.57,,,,,,7533747980,node,,,,,,,,,,,,,,,Q122874067,,
7533747981,-1.6812129,29.2316446,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Lycée Amani,,,1.8,,,,,,7533747981,node,,,,,,,,,,,,,https://lyceeamani.org/,,,,
7533747984,-1.6764252,29.2201447,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Zanner,,,0.71,,,,,,7533747984,node,,,,,,,,,,,,,,,,,
7849859015,-1.67477,29.2268095,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,school,,,,,,,Complexe Scolaire KASIMBI,,,0.92,,,,,,7849859015,node,,,,,,,,,,,,,,,,,
8237516077,-1.6484276,29.1887088,,,,,,,Route Ndosho,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe scolaire la convivance,,,4.22,,,,,,8237516077,node,,,,,,,,,,,,,,,,,
8237948302,-1.6475948,29.1825799,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe scolaire de l'atlantique,,,4.85,,,,,,8237948302,node,,,,,,,,,,,,,,,,,
8304968555,-1.6484908,29.1813189,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Erudit International school,,,4.92,,,,,,8304968555,node,,,,,,,,,,,,,,,,,
8313433041,-4.355751,15.3082325,Elengesa,,,7,,,Rue Bolafa,,,,school,,,,,,2024-01-03,Strategic development,,,,evangelical,,,,,,,,,Complexe Scolaire Chrétien Jacques André Vernaud,,,3.98,,,,privé,private,8313433041,node,,christian,,,,,,,,,,,,,,,
8442701017,-4.3426955,15.3034218,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,Complexe Scolaire KANDA,,,2.63,,,,,,8442701017,node,,,,,,,,,,,,,,,,,
8540452711,-1.6788138,29.2145231,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Himbi,,,1.15,,,,,,8540452711,node,,,,,,,,,,,,,,,,,
8543217172,-1.6816189,29.2288497,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Privée des Volcans,,,1.62,,,,,,8543217172,node,,,,,,,,,,,,,,,,,
8566587197,-1.6688443,29.1957232,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Kratos,,,2.7,,,,,,8566587197,node,,,,,,,,,,,,,,,,,
8572982918,-1.6676331,29.2054678,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Theresa mira,,,1.64,,,,,,8572982918,node,,,,,,,,,,,,,,,,,
8680659876,-1.6796398,29.2319856,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Lycée amani,,,1.71,,,,,,8680659876,node,,,,,,,,,,,,,https://lyceeamani.org/,,,,
8680663264,-1.6577267,29.193437,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe scolaire mwanga,,,3.25,,,,,,8680663264,node,,,,,,,,,,,,,,,,,
8932349013,-4.3467954,15.3409357,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,catholic,,,,,,,,,Saint Charles et Maison Enrica,,,4.54,,,,Abbe David,private_non_profit,8932349013,node,,christian,,,,,,,,,,,,,,,
9246824078,-4.3079289,15.3173972,,,,,,,,,,,school,,,,2023-05-06,,2024-01-03,Strategic development,info@eiskinshasa.com,,,,,,,,,,,,English International School,,,1.57,,,,,,9246824078,node,+243 9999 3882,,,,,,,,,,,,https://eiskinshasa.com/,,,,
9543333884,-1.671614,29.2042639,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,"Vitesse: 2,29 km/h Direction: 198° Altitude: 1505 m Précision: 2 m",,,,,,,,Institut Himbi,,,1.76,,,"07:30-12:30,15",,,9543333884,node,,,secondaire,,Inst Himbi,OSM-RDC,,,,,2022-02-27,,,,,,
9976991400,-4.3174329,15.2930784,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,2,,Complexe Scolaire Révérend KIM,,,1.9,,,,Privé,,9976991400,node,,,,,,,,,,,,,,,,,
9977033872,-4.3617574,15.3219286,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,CS LA TROMPETE,,,4.83,,,,ELEVES,,9977033872,node,,,,,,,,,,,,,,,,,
9977044011,-4.3439133,15.3131684,,,,,,,,,,,school,,,,2023-05-13,,2024-01-03,Strategic development,,,,,,,,,,,,,EP 1&2 DJOLU,,,2.68,,,,,,9977044011,node,,,,,,,,,,,,,,,,,
9979337835,-4.3260447,15.2974185,,,,,,,,,,,school,,,,2023-05-08,,2024-01-03,Strategic development,,,,,,,,,,,,,Ecole Melisa,,,1.55,,,,Ministère de l''Education,,9979337835,node,,,,,,,,,,,,,,,,,
9979906368,-4.3415838,15.3037217,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.5,,,,,,9979906368,node,,,,,,,,,,,,,,,,,
9979906369,-4.3427231,15.3044513,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.6,,,,,,9979906369,node,,,,,,,,,,,,,,,,,
9979906372,-4.3454458,15.3082842,,,,,,,,,,,school,,,,2023-05-19,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.84,,,,,,9979906372,node,,,,,,,,,,,,,,,,,
9979906373,-4.3460877,15.3055912,,,,,,,,,,,school,,,,2023-05-19,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.94,,,,,,9979906373,node,,,,,,,,,,,,,,,,,
9979906374,-4.3452559,15.3025764,,,,,,,,,,,school,,,,2023-05-19,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.93,,,,,,9979906374,node,,,,,,,,,,,,,,,,,
9979906375,-4.3454057,15.2992907,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,3.06,,,,,,9979906375,node,,,,,,,,,,,,,,,,,
9979906376,-4.3456892,15.3001812,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,3.06,,,,,,9979906376,node,,,,,,,,,,,,,,,,,
9979906377,-4.345173,15.3006828,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.98,,,,,,9979906377,node,,,,,,,,,,,,,,,,,
9979906378,-4.344507,15.3005058,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.92,,,,,,9979906378,node,,,,,,,,,,,,,,,,,
9979906379,-4.3447772,15.3016806,,,,,,,,,,,school,,,,2023-05-19,,2024-01-03,Strategic development,,,,,,,,,,,,,,,,2.91,,,,,,9979906379,node,,,,,,,,,,,,,,,,,
10116544019,-1.6366123,29.2498273,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Kayembe,Kayembe Institute,,4.98,,,,,,10116544019,node,,,,,,,,,,,,,,,,,
10277664882,-4.3517023,15.2916847,,,,,,,Rue Makanza,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,Ecole Ange Raphael,,,4.07,,,,,,10277664882,node,,,,,,,,,,,,,,,,,
10277676793,-4.3612242,15.3038274,,,,,,,,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,Ecole Officielle,,,4.63,,,,,,10277676793,node,,,,,,,,,,,,,,,,,
10277676794,-4.3617648,15.3054572,,,,,,,Avenue Ngiri-Ngiri,,,,school,,,,,,2024-01-03,Strategic development,,,,,,,,,,,,,Ecole Officielle,,,4.67,,,,,,10277676794,node,,,,,,,,,,,,,,,,,
12318270857,-1.6793078,29.235118,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,2024_11_05,,,,,,,,2,12,Institut Maendeleo,,,1.97,,,07:30-13:30,,,12318270857,node,,,,mixed,,IGC_Goma,,,,,,,,,,,
12442081972,-1.657063,29.1828659,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,12,Institut TOROTO,,,4.37,,,,,,12442081972,node,,,,mixed,,,,,,,,,,,,,
12444856564,-1.6646412,29.1777564,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Technique UJUZI,,,4.73,,,,,,12444856564,node,,,,,,,,,,,,,,,,,
12511802981,-2.4999675,28.885873,Bukavu,,,,,,Kajangu,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,3,,Complexe Scolaire Notre Dame de la Paix/Nguba,,,3.99,,,,Famille ISIA,private,12511802981,node,,,,mixed,,,,,,,,,,,,,
12511805627,-2.5085711,28.8460794,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,3,,Complexe Scolaire Saint Israël,,,1.05,,,,,,12511805627,node,,,,mixed,,,,,,,,,,,,,
12511849791,-2.5058555,28.8694623,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Découverte,,,2.26,,,,,,12511849791,node,,,,,,,,,,,,,,,,,
